route_id,zone,population,risk_level,road_capacity,distance_km,avg_speed_kmph,evac_time_min
R33,D,1274,0.26,127,24.2,43.5,66.9
R6,A,1625,0.15,196,5.6,34.1,18.0
R50,D,1283,0.6,156,13.2,39.3,36.7
R10,B,1188,0.81,431,6.8,43.9,11.9
R5,B,3237,0.11,320,9.1,38.9,28.2
R23,E,2417,0.14,439,9.4,47.9,18.3
R10,C,2972,0.59,293,17.6,37.3,57.0
R44,E,1626,0.8,122,13.5,28.1,67.2
R2,D,770,0.38,406,28.5,28.6,71.1
R13,E,2287,0.4,403,5.5,20.2,25.6
R40,A,390,0.61,471,29.3,32.0,59.5
R2,D,829,0.33,75,8.5,50.0,21.5
R84,B,4359,0.12,259,23.6,51.8,73.3
R65,C,3073,0.72,141,11.5,28.1,78.1
R63,D,1986,0.63,174,6.0,58.4,13.2
R73,D,491,0.59,484,26.0,40.1,42.8
R17,A,2286,0.73,122,10.6,56.7,32.2
R9,C,3923,0.67,172,20.4,48.3,83.1
R75,B,2485,0.27,358,17.9,48.9,37.2
R15,D,4740,0.4,233,15.2,23.4,118.3
R24,D,1308,0.21,236,15.9,28.8,51.5
R38,A,4083,0.21,247,22.5,20.4,175.6
R35,E,4598,0.67,127,4.5,48.6,25.7
R94,B,4968,0.83,397,20.7,33.8,82.7
R95,C,4587,0.92,235,27.1,51.5,93.2
R49,D,2352,0.63,393,3.6,33.6,10.3
R69,D,3608,0.26,302,5.9,52.8,14.7
R62,B,2016,0.19,62,22.1,25.2,223.7
R60,E,610,0.79,348,14.2,26.9,37.2
R50,D,4838,0.59,125,13.3,33.6,115.7
R78,B,1560,0.63,100,5.8,36.3,24.5
R75,A,4232,0.76,324,16.2,33.9,66.1
R9,E,3568,0.7,198,5.5,50.5,18.3
R34,C,884,0.81,268,15.3,23.9,51.1
R76,D,3099,0.15,171,23.4,34.0,116.1
R99,B,659,0.74,260,9.2,53.5,12.9
R35,A,3166,0.82,329,15.5,22.7,80.4
R1,C,2311,0.34,75,29.8,57.7,126.5
R40,B,4306,0.64,222,21.2,59.5,62.8
R64,B,1925,0.37,205,25.6,23.5,126.7
R22,C,3064,0.91,287,13.6,31.7,53.2
R60,A,1190,0.13,425,23.5,34.9,51.7
R64,A,1031,0.59,131,3.1,51.1,6.5
R93,E,4261,0.24,405,5.4,43.8,15.2
R72,D,2804,0.71,462,7.7,45.8,16.2
R11,C,914,0.25,322,13.3,50.3,20.4
R14,C,4106,0.3,117,25.7,24.7,281.5
R60,C,2019,0.52,93,11.7,53.3,41.8
R30,A,1887,0.88,110,20.3,48.2,68.6
R35,D,1911,0.28,172,21.9,43.1,64.4
R85,E,1196,0.22,398,18.4,55.6,25.8
R37,B,577,0.75,245,12.0,48.0,18.5
R5,B,4947,0.53,379,18.2,28.1,89.6
R83,C,1936,0.88,458,11.6,37.2,26.6
R78,D,2458,0.22,372,4.3,39.8,10.8
R26,A,2732,0.65,160,29.8,22.2,218.1
R62,D,4204,0.3,307,5.6,58.2,13.7
R4,D,3562,0.23,138,4.0,25.1,34.2
R89,A,1749,0.68,482,26.6,47.9,45.4
R42,C,4800,0.6,247,10.5,40.2,46.1
R89,D,1532,0.74,331,20.2,21.0,84.4
R18,B,4417,0.36,249,11.2,57.0,32.7
R40,A,977,0.48,148,13.0,54.1,23.9
R72,E,2958,0.44,76,9.3,41.0,66.6
R39,C,2328,0.94,138,11.6,29.2,64.0
R14,A,4058,0.35,195,13.5,24.9,100.2
R32,E,4924,0.35,231,22.2,34.5,120.9
R51,E,2337,0.4,306,16.3,30.2,57.1
R38,D,2949,0.58,238,28.4,40.3,94.7
R97,D,956,0.31,289,3.2,58.7,4.4
R23,D,465,0.88,408,16.1,43.0,25.0
R63,A,4891,0.33,436,18.4,55.6,42.1
R15,A,889,0.86,245,27.8,46.0,49.4
R97,C,4824,0.19,346,3.4,39.0,12.5
R25,D,3121,0.66,214,18.1,54.2,49.3
R17,E,4558,0.87,356,25.9,38.9,91.1
R97,B,1562,0.24,320,8.8,54.7,14.4
R66,C,371,0.92,57,26.5,31.7,82.8
R78,A,3816,0.48,87,2.5,25.2,32.1
R53,C,3880,0.9,163,22.5,54.2,84.2
R51,C,568,0.68,388,28.1,43.5,44.4
R39,C,2076,0.36,105,20.4,55.6,65.5
R51,C,2762,0.26,480,14.3,57.5,23.5
R70,B,1568,0.36,408,3.3,22.1,12.4
R6,D,1315,0.18,187,27.8,40.0,71.0
R67,E,3022,0.22,151,15.2,35.0,78.2
R7,C,1383,0.19,383,2.8,45.0,5.1
R51,C,4401,0.46,226,21.3,51.7,72.9
R72,C,706,0.78,218,15.5,31.2,39.5
R42,D,3376,0.22,388,5.5,42.3,14.6
R64,A,1285,0.21,335,8.0,48.3,13.7
R15,A,3903,0.65,310,3.8,25.4,20.3
R29,B,4785,0.27,424,18.1,52.6,43.9
R33,A,1009,0.18,272,19.4,44.2,36.1
R94,C,2918,0.24,248,16.2,58.0,36.5
R27,C,1711,0.89,260,24.9,33.6,73.7
R36,C,4921,0.8,336,26.1,24.3,158.8
R29,B,1785,0.4,229,19.2,40.3,50.9
R38,C,3250,0.66,299,2.4,23.4,12.8
R57,A,4951,0.56,280,21.5,58.8,60.7
R97,D,3234,0.68,72,13.7,21.5,210.0
R27,D,4414,0.68,97,17.8,50.1,118.3
R55,E,4970,0.63,158,20.2,41.0,122.5
R33,A,1303,0.33,345,11.8,34.7,28.1
R68,C,2766,0.13,55,27.7,22.6,443.4
R86,D,2766,0.49,87,5.8,44.9,32.4
R66,A,2238,0.86,218,20.8,43.4,58.3
R10,D,2239,0.58,405,2.1,31.2,6.3
R5,C,1935,0.81,332,27.9,56.4,47.0
R74,D,1998,0.94,252,5.2,32.2,17.4
R97,E,4827,0.24,374,4.7,38.0,17.0
R38,E,2391,0.69,362,11.3,41.8,26.9
R13,D,2195,0.67,322,12.5,24.0,52.6
R31,A,4540,0.93,293,8.0,57.3,21.4
R47,A,3698,0.94,376,18.4,35.0,62.6
R100,A,1373,0.68,96,14.4,23.2,90.5
R88,D,2702,0.31,298,3.0,35.5,9.7
R52,A,3512,0.78,128,11.0,44.0,56.2
R56,C,4337,0.19,159,24.7,40.5,136.4
R15,E,1451,0.76,62,21.3,47.8,89.3
R29,C,2745,0.87,444,22.3,22.2,97.5
R8,A,2256,0.43,429,21.5,31.4,62.7
R5,C,4858,0.64,414,10.7,52.8,26.4
R29,A,4207,0.47,139,4.8,23.2,50.0
R47,D,1107,0.47,391,9.6,54.2,13.6
R68,C,486,0.36,397,25.3,23.7,71.9
R76,D,4824,0.75,329,29.5,53.4,81.7
R45,D,1607,0.9,270,15.8,34.4,44.0
R2,B,2584,0.9,122,2.3,44.5,9.7
R27,A,1057,0.25,283,5.9,26.1,18.6
R95,E,4531,0.84,309,11.0,22.6,72.0
R36,A,4154,0.73,162,18.2,28.6,136.1
R36,E,4566,0.31,95,4.1,25.1,56.9
R26,A,2506,0.16,323,28.4,32.5,93.1
R43,D,3858,0.33,92,12.2,40.6,93.6
R27,C,1880,0.88,257,27.6,43.6,65.8
R69,C,1261,0.64,466,23.9,51.6,35.3
R20,B,4147,0.71,398,23.2,46.2,61.5
R11,E,3875,0.32,152,19.0,44.4,91.1
R74,E,1175,0.71,173,19.5,36.5,53.8
R38,E,2718,0.12,59,19.9,39.0,171.7
R6,D,4498,0.42,378,19.6,36.6,70.4
R72,E,1301,0.63,236,17.5,53.7,30.3
R23,C,3684,0.22,80,29.6,29.2,340.9
R47,D,4366,0.8,205,22.5,20.2,209.2
R90,A,3145,0.3,109,23.8,46.1,120.4
R46,E,1781,0.65,298,26.4,28.1,90.1
R12,E,3601,0.44,436,8.0,55.6,15.8
R90,A,957,0.61,423,4.3,54.4,5.8
R13,E,3080,0.19,488,15.5,23.1,65.7
R62,A,722,0.11,319,16.4,24.3,49.7
R82,D,3981,0.87,491,25.2,39.8,68.8
R89,C,4566,0.33,266,14.4,44.4,52.9
R97,A,3010,0.8,448,18.0,31.0,58.2
R60,B,752,0.95,51,16.8,48.7,51.2
R43,A,2697,0.28,73,3.1,43.8,19.9
R76,E,2275,0.33,255,19.2,33.0,66.1
R100,D,1957,0.66,369,25.2,21.0,110.2
R68,D,2841,0.92,248,6.4,50.0,16.5
R5,A,3375,0.88,405,18.6,28.6,71.5
R37,C,3464,0.53,163,18.6,53.4,65.3
R72,B,3266,0.78,329,6.6,36.8,21.4
R92,D,2353,0.22,204,5.5,43.1,16.5
R31,E,587,0.93,214,29.4,54.9,40.9
R9,E,3517,0.92,271,13.0,54.5,32.9
R51,C,4154,0.24,140,8.4,34.9,57.3
R29,D,1747,0.35,216,6.8,28.4,26.0
R78,A,907,0.19,496,20.7,51.0,28.8
R40,E,4852,0.33,256,19.1,37.3,89.0
R41,C,2064,0.79,331,20.0,27.7,70.3
R86,D,1525,0.42,114,4.5,56.2,11.2
R11,D,1535,0.18,425,27.0,27.9,79.0
R23,D,1329,0.39,53,12.9,21.0,129.3
R1,D,2971,0.93,206,10.8,20.8,76.1
R46,D,4262,0.64,298,14.9,44.9,48.4
R21,E,4842,0.45,306,12.9,46.5,43.0
R90,C,3477,0.24,284,26.2,32.4,107.9
R36,D,4022,0.94,355,28.0,32.8,109.2
R54,B,1775,0.8,415,10.5,33.6,26.8
R87,B,3196,0.34,444,26.2,47.2,57.3
R57,C,1108,0.16,123,23.9,22.3,122.2
R1,A,1278,0.15,236,28.1,57.2,45.4
R63,A,2763,0.2,111,8.9,28.9,64.5
R54,A,1025,0.59,386,18.2,60.0,23.0
R55,B,2801,0.89,213,9.7,26.9,50.1
R40,A,3662,0.52,105,25.1,50.9,132.8
R15,E,1516,0.82,160,2.1,28.9,8.5
R21,D,4351,0.48,267,17.8,23.2,121.1
R47,B,2497,0.7,289,11.5,55.0,23.4
R73,C,3106,0.72,70,11.0,54.4,66.0
R53,C,1078,0.25,190,20.1,36.1,52.4
R9,D,1272,0.41,314,25.8,48.1,45.2
R74,B,3110,0.64,188,19.1,42.3,71.9
R52,A,2423,0.16,119,25.9,54.1,87.2
R57,A,898,0.41,434,9.4,32.6,20.9
R26,E,3641,0.55,167,16.5,40.9,77.0
R41,E,524,0.95,247,14.6,39.4,27.0
R35,A,1140,0.5,254,2.3,34.2,5.8
R63,C,2114,0.79,263,17.6,55.7,34.2
R25,C,1406,0.47,105,20.5,26.6,108.2
R90,E,424,0.78,336,18.6,26.0,48.3
R75,D,3546,0.61,342,22.6,43.1,64.1
R38,A,3231,0.85,224,18.0,46.3,57.0
R2,E,4425,0.45,396,3.9,27.8,17.8
R7,E,3271,0.61,419,5.3,35.6,15.9
R82,A,2317,0.64,177,18.7,57.9,44.7
R91,A,2715,0.45,480,9.7,29.9,30.5
R34,C,4890,0.22,427,4.2,46.7,11.6
R91,D,3396,0.18,374,14.0,49.6,32.3
R17,D,1909,0.11,491,17.5,37.9,38.5
R43,A,1017,0.84,341,11.2,57.5,15.2
R59,B,3861,0.3,337,22.2,49.5,57.7
R51,E,1316,0.28,275,20.0,38.3,46.3
R54,E,3865,0.73,113,11.3,42.8,70.0
R24,A,4770,0.37,475,23.1,47.7,58.2
R25,B,2260,0.53,97,20.2,43.7,92.4
R71,C,1348,0.24,251,19.8,55.1,33.1
R52,A,1657,0.92,386,17.5,34.3,43.8
R70,A,3726,0.82,463,2.3,32.0,7.8
R88,E,415,0.83,454,21.5,28.6,49.2
R33,A,2395,0.45,109,12.5,21.5,111.5
R49,A,2101,0.75,446,28.4,21.7,115.5
R29,A,2446,0.22,306,24.9,54.8,49.1
R63,E,1920,0.11,114,18.5,47.1,63.3
R22,C,3250,0.12,288,9.1,46.4,25.0
R26,C,4092,0.6,338,7.7,44.6,22.9
R28,A,3241,0.49,87,11.5,54.0,60.4
R85,E,1277,0.54,74,15.3,39.2,63.8
R49,C,3366,0.11,459,10.3,54.8,19.5
R71,C,1083,0.46,108,16.4,34.4,57.3
R81,C,540,0.71,466,6.6,57.1,7.7
R84,E,1853,0.48,406,29.4,47.9,53.6
R49,E,4878,0.72,432,5.0,30.3,21.1
R20,A,1312,0.3,346,28.1,42.6,54.6
R86,D,486,0.79,207,27.6,41.3,49.5
R92,C,2181,0.6,106,16.7,25.5,120.1
R63,D,4886,0.28,482,22.3,43.6,61.8
R61,E,730,0.3,97,14.2,32.6,45.8
R49,E,538,0.63,377,19.6,22.1,60.8
R71,E,2645,0.81,482,11.5,57.9,18.5
R1,D,375,0.45,480,10.4,45.7,14.7
R96,E,1656,0.32,105,18.2,55.1,51.1
R13,A,2630,0.84,114,15.9,47.0,67.1
R94,E,4986,0.67,317,18.2,34.3,81.9
R87,B,2202,0.48,118,10.0,40.5,42.5
R51,D,4313,0.51,265,12.3,47.0,41.3
R56,B,4970,0.27,439,4.3,58.4,9.4
R83,E,2359,0.63,138,3.5,30.1,18.9
R62,A,440,0.4,498,9.1,55.0,10.8
R32,C,2089,0.95,330,4.1,57.0,7.0
R30,E,3926,0.51,306,4.9,46.8,14.3
R29,A,316,0.51,209,24.8,57.3,29.9
R49,D,4648,0.58,283,3.1,35.9,13.7
R45,B,764,0.88,180,20.5,58.1,30.2
R93,B,4771,0.78,98,9.6,48.1,70.3
R30,B,2127,0.48,196,26.4,21.7,152.2
R16,D,3328,0.71,365,15.6,56.3,31.8
R40,A,819,0.6,462,10.6,39.4,19.0
R19,D,389,0.52,483,16.5,38.4,27.9
R18,B,3151,0.26,51,12.7,42.7,128.1
R1,E,3143,0.49,378,17.8,26.0,75.2
R78,C,2184,0.31,489,5.2,38.8,11.6
R47,D,4471,0.88,194,29.9,53.2,111.4
R66,D,1225,0.39,493,13.9,20.6,50.5
R92,A,4034,0.91,415,11.8,30.9,45.2
R94,A,1269,0.55,469,21.9,20.1,83.1
R38,D,1394,0.64,110,12.2,36.6,45.3
R51,B,3495,0.56,322,25.3,49.1,64.5
R63,C,1704,0.21,98,14.7,52.0,46.5
R4,A,3664,0.42,381,22.1,57.8,45.0
R1,B,4590,0.18,493,5.0,44.3,13.1
R8,E,4282,0.63,453,25.7,30.2,99.3
R29,A,4623,0.48,483,22.6,57.0,46.6
R55,B,4313,0.76,180,7.9,51.0,31.6
R3,B,4856,0.29,92,6.1,43.0,53.4
R32,C,3392,0.24,106,10.9,47.8,57.5
R10,C,4459,0.45,99,29.3,57.0,169.8
R74,E,2374,0.89,227,9.2,48.5,23.3
R83,B,584,0.7,342,14.8,34.7,30.0
R34,B,1487,0.46,95,2.8,48.5,8.9
R97,C,4269,0.54,219,13.1,21.6,107.3
R87,A,3265,0.17,320,18.0,35.5,61.5
R55,A,4619,0.94,466,28.7,36.3,94.5
R92,D,1083,0.67,385,16.5,26.7,47.5
R32,C,1249,0.34,188,24.9,20.9,119.0
R50,D,4239,0.6,296,17.3,25.3,99.8
R7,C,344,0.19,197,3.1,46.2,4.7
R93,E,2110,0.92,279,10.8,52.1,21.8
R8,B,4866,0.25,329,18.1,59.5,45.2
R65,E,2381,0.65,174,28.6,33.9,119.9
R57,C,3798,0.31,241,26.1,44.0,91.7
R67,B,1129,0.71,423,8.4,57.5,11.1
R88,A,2209,0.76,129,8.2,26.7,50.0
R87,A,2881,0.67,143,7.6,48.7,28.2
R59,D,991,0.62,275,27.8,50.2,45.2
R72,C,4319,0.86,114,25.9,23.6,315.3
R54,C,1231,0.17,137,23.7,54.4,49.6
R67,A,3706,0.38,137,13.0,52.5,55.0
R51,E,447,0.31,250,16.1,21.3,53.5
R97,B,1332,0.94,263,15.0,23.6,57.4
R92,E,1611,0.43,253,9.1,22.0,40.6
R8,E,687,0.72,450,16.1,33.4,33.3
R34,A,3421,0.68,431,2.9,40.4,7.7
R35,A,2173,0.28,138,5.7,41.3,21.3
R96,A,3888,0.3,110,26.8,30.7,237.5
R88,D,1215,0.34,320,23.0,56.5,33.7
R78,E,2178,0.45,143,13.8,34.7,60.2
R32,C,4048,0.3,356,16.5,21.8,97.1
R46,B,577,0.12,76,12.4,32.0,40.9
R16,D,2277,0.85,263,22.7,41.2,61.7
R68,C,2159,0.92,123,24.0,36.3,109.3
R37,E,3336,0.39,110,23.4,31.0,182.6
R54,A,3671,0.39,235,22.2,25.3,134.9
R85,E,2482,0.11,80,7.7,52.8,35.9
R14,B,4975,0.68,268,11.5,59.8,33.0
R95,D,1470,0.8,61,15.2,33.2,93.7
R55,D,789,0.22,351,11.3,35.3,23.5
R48,B,2825,0.24,464,23.1,44.7,49.9
R82,C,1482,0.77,81,11.2,48.7,39.0
R7,C,4779,0.62,209,5.9,35.7,32.6
R74,D,4558,0.14,286,13.2,56.2,36.6
R7,D,2788,0.63,276,29.4,42.4,83.6
R33,A,2176,0.36,230,8.3,38.0,25.5
R23,C,2762,0.41,366,19.1,45.9,43.8
R85,B,1930,0.75,95,14.1,58.1,44.1
R19,C,587,0.79,390,4.0,51.8,5.3
R19,A,4582,0.44,129,15.7,21.6,198.5
R36,D,2207,0.91,184,21.7,33.3,86.0
R29,D,1461,0.45,309,16.4,38.8,37.4
R60,A,429,0.76,357,26.4,32.6,54.4
R82,B,2663,0.51,296,10.1,48.0,24.0
R2,D,443,0.86,208,4.4,53.1,6.0
R1,E,315,0.87,252,28.2,49.3,38.6
R47,D,544,0.17,161,12.6,59.6,17.0
R69,E,1226,0.9,341,18.1,30.9,47.8
R20,A,3478,0.8,487,24.2,55.0,45.3
R11,A,2476,0.77,359,11.1,50.7,22.2
R2,D,1186,0.27,168,22.1,34.5,65.6
R67,C,640,0.78,432,5.8,49.4,8.1
R87,E,2351,0.82,66,10.2,24.2,115.4
R12,B,3698,0.35,380,6.1,51.6,14.0
R20,D,4250,0.91,463,24.7,41.3,68.8
R5,B,605,0.14,276,8.2,31.7,18.9
R37,D,1207,0.23,410,22.1,46.2,37.2
R38,C,2954,0.56,455,28.4,45.7,61.5
R94,C,4092,0.59,166,16.8,28.4,123.0
R9,C,4342,0.65,92,17.1,21.2,276.8
R98,C,1671,0.11,417,14.9,37.3,33.6
R53,A,620,0.92,164,11.1,42.8,21.4
R44,A,4954,0.14,332,15.3,55.1,41.5
R99,E,4359,0.22,86,18.9,57.1,120.5
R86,B,1431,0.11,351,29.6,41.2,60.7
R24,D,2878,0.58,162,28.3,50.2,93.9
R81,D,4342,0.89,84,26.1,37.6,256.9
R74,A,3667,0.67,181,26.9,49.8,98.1
R30,D,1117,0.8,385,15.1,28.2,41.4
R59,A,311,0.11,385,20.4,34.8,38.0
R87,E,494,0.56,459,27.1,45.4,39.7
R96,B,2837,0.49,426,13.0,20.7,62.8
R81,E,3142,0.52,277,28.9,48.9,75.7
R81,C,2529,0.16,196,13.6,53.4,35.0
R14,C,3309,0.68,171,18.8,36.0,92.0
R9,C,2377,0.53,130,21.9,37.9,98.1
R40,E,4167,0.75,222,28.6,54.1,91.3
R66,D,743,0.51,203,8.8,51.0,14.1
R25,B,597,0.23,199,22.9,31.5,56.7
R73,C,1144,0.65,424,16.6,33.0,38.3
R22,C,1315,0.25,107,9.5,47.2,26.9
R4,C,1684,0.84,112,23.7,42.5,83.8
R26,B,1697,0.62,205,17.5,26.5,72.4
R58,C,853,0.23,498,20.5,32.4,44.5
R29,B,2650,0.92,477,11.0,56.0,18.3
R98,C,4816,0.54,405,15.5,47.5,42.9
R87,E,1569,0.16,476,19.3,59.4,25.9
R37,E,1560,0.63,470,13.3,50.7,21.0
R75,B,484,0.32,371,7.6,57.7,8.9
R70,E,4863,0.78,450,28.9,28.6,126.1
R18,B,2710,0.8,217,16.3,50.9,43.2
R85,E,4731,0.93,215,22.5,20.8,207.7
R42,E,2509,0.53,134,13.5,46.8,49.7
R100,B,3972,0.49,494,11.9,38.8,33.2
R41,D,4983,0.74,186,13.4,33.9,87.3
R38,E,2181,0.21,238,13.5,54.5,28.5
R34,C,4596,0.56,449,17.2,54.2,38.5
R17,D,821,0.56,428,17.2,20.9,58.8
R37,B,2187,0.18,51,15.9,44.4,113.6
R25,D,2852,0.46,155,5.8,34.7,28.5
R76,A,4109,0.83,413,15.9,36.6,52.0
R87,A,4455,0.83,121,6.7,53.3,35.3
R86,E,4973,0.18,476,5.5,32.4,20.8
R85,E,4716,0.18,175,28.1,57.7,108.0
R27,C,3779,0.32,219,18.9,27.2,113.6
R57,D,1709,0.84,254,20.5,46.5,44.2
R31,A,1994,0.21,362,13.3,46.9,26.4
R6,E,4964,0.71,386,27.5,30.1,125.3
R91,D,826,0.19,244,19.9,33.0,48.4
R40,E,2960,0.63,207,23.5,53.4,64.2
R98,E,2472,0.4,190,12.3,50.5,33.6
R12,A,579,0.77,324,28.9,33.2,61.6
R53,A,3264,0.3,56,25.0,41.4,247.4
R71,E,4277,0.64,442,25.9,22.5,135.9
R10,B,2969,0.3,103,6.8,28.3,56.0
R45,E,3193,0.71,153,9.6,39.4,45.1
R17,E,2051,0.84,391,10.0,23.4,39.1
R26,C,4281,0.21,387,9.6,53.7,22.6
R85,C,2661,0.84,110,26.0,48.7,109.5
R92,C,4727,0.6,136,2.9,57.7,13.5
R62,B,4431,0.21,307,4.1,47.7,12.6
R46,B,2008,0.46,227,9.7,57.6,19.0
R64,E,2986,0.24,291,7.6,42.2,21.9
R2,C,3195,0.7,252,8.5,44.0,26.3
R54,B,4835,0.75,80,24.3,59.1,173.8
R65,A,3076,0.19,338,17.8,45.7,44.6
R51,E,1419,0.53,129,2.2,21.2,13.1
R53,D,3288,0.79,60,14.0,49.0,111.1
R36,E,4559,0.9,466,13.4,56.2,28.3
R26,D,4543,0.54,303,5.2,51.8,15.1
R29,C,494,0.91,433,20.9,43.4,32.2
R21,D,962,0.56,440,21.7,46.9,33.8
R11,C,779,0.44,433,22.2,59.6,26.4
R40,A,4518,0.82,336,22.4,23.6,133.5
R11,D,1723,0.52,225,2.0,46.7,4.5
R36,E,3008,0.5,175,28.7,31.3,149.6
R59,C,3475,0.52,96,24.8,45.6,150.8
R39,E,4114,0.82,255,27.3,44.3,96.6
R99,B,2314,0.81,486,2.4,26.1,8.1
R54,C,4089,0.44,156,28.1,28.3,215.7
R98,D,2743,0.38,324,24.7,44.9,61.0
R55,C,1211,0.52,386,25.4,25.1,79.8
R24,E,3513,0.59,172,4.6,30.6,27.4
R22,A,2664,0.3,183,22.7,53.4,62.6
R69,C,3929,0.77,156,28.9,33.1,184.3
R56,D,3772,0.51,354,21.0,39.5,65.9
R33,B,980,0.38,378,18.0,57.6,23.6
R36,A,4951,0.19,99,28.5,29.1,352.6
R20,B,909,0.3,386,14.4,35.6,30.0
R83,C,2456,0.91,144,18.8,44.3,68.9
R99,E,4166,0.36,317,15.3,50.2,42.3
R81,E,671,0.24,72,28.1,56.1,58.1
R62,D,915,0.49,103,4.1,56.6,8.2
R98,E,2553,0.36,423,16.0,51.1,30.1
R73,A,4438,0.13,303,21.2,29.1,107.7
R26,E,1164,0.37,284,24.2,21.0,97.5
R66,D,1568,0.56,108,18.3,35.4,76.0
R73,C,1084,0.57,213,27.4,25.7,96.5
R73,C,4871,0.4,308,28.4,48.4,90.9
R40,E,4478,0.48,363,3.8,46.4,11.0
R17,B,2537,0.92,265,13.3,21.8,71.7
R1,C,4354,0.42,232,2.7,53.5,8.7
R89,E,1235,0.32,106,11.2,29.9,48.7
R61,D,4280,0.31,194,17.0,37.3,87.7
R43,E,2638,0.49,472,27.5,46.7,55.1
R42,C,625,0.75,139,25.7,37.2,60.1
R25,D,1834,0.28,360,5.6,37.7,13.5
R39,E,3780,0.7,94,4.6,22.6,61.3
R35,A,4161,0.12,306,18.5,36.1,72.6
R3,D,2285,0.46,70,16.9,50.6,85.5
R44,A,4903,0.76,70,9.5,56.6,80.6
R51,B,3078,0.39,101,27.2,36.5,181.0
R94,D,1570,0.58,387,28.0,36.9,64.0
R98,A,940,0.27,220,13.3,48.1,23.7
R12,C,4378,0.73,485,26.9,57.7,53.2
R19,C,4961,0.14,116,12.8,30.7,132.0
R44,B,1667,0.82,162,22.6,37.6,73.2
R59,D,4342,0.27,349,15.3,51.8,39.8
R49,D,2875,0.84,209,5.4,44.4,17.3
R61,D,3903,0.4,315,28.0,24.4,154.2
R17,B,1881,0.71,369,14.7,45.1,29.5
R74,D,2286,0.37,281,22.6,27.5,89.4
R57,C,2540,0.87,374,12.3,40.4,30.7
R55,A,4266,0.21,117,2.5,41.2,16.9
R47,C,2405,0.25,77,4.8,55.0,21.6
R12,C,428,0.52,486,15.9,38.5,27.0
R62,A,4296,0.17,165,21.3,31.2,147.6
R80,C,1151,0.27,100,11.4,29.2,50.4
R88,B,4403,0.9,230,21.5,55.0,68.4
R83,A,2376,0.93,309,21.6,26.8,85.5
R8,C,3294,0.42,128,21.7,37.0,125.7
R95,E,4044,0.88,322,15.8,27.5,77.8
R21,C,3056,0.56,157,27.6,50.9,95.9
R81,B,1944,0.33,123,15.7,39.0,62.3
R87,D,4671,0.7,224,14.6,34.0,79.5
R80,C,3444,0.66,233,7.6,34.4,32.8
R70,D,542,0.94,72,10.6,54.1,20.6
R72,E,4385,0.33,323,3.2,42.2,10.7
R25,C,470,0.67,178,19.7,48.7,30.7
R82,A,952,0.14,340,9.0,55.9,12.4
R89,D,3812,0.2,369,10.5,56.1,22.8
R12,E,1799,0.1,235,23.6,33.1,75.5
R15,A,2399,0.95,108,11.2,58.1,37.3
R59,A,2458,0.78,50,8.8,21.0,148.7
R26,A,2272,0.77,180,6.7,35.1,25.9
R26,A,4225,0.53,116,23.7,55.8,118.3
R47,C,2558,0.36,342,5.6,31.0,18.9
R32,C,4339,0.23,334,14.7,30.9,65.6
R10,C,2335,0.34,138,16.2,32.1,81.5
R16,E,3571,0.42,466,21.2,44.5,50.5
R71,E,1157,0.74,149,19.7,37.5,56.0
R17,E,4123,0.56,238,24.7,49.1,82.5
R23,B,1349,0.17,427,3.3,55.8,4.7
R26,E,4290,0.12,395,10.3,47.0,27.4
R85,C,598,0.19,437,9.8,28.2,23.7
R86,C,1223,0.45,290,6.1,57.3,9.1
R7,B,4532,0.89,319,10.1,30.6,47.9
R14,B,4606,0.64,268,10.7,26.0,67.1
R79,E,3099,0.78,466,16.6,23.6,70.3
R7,D,4362,0.5,455,20.6,42.5,57.0
R9,B,4345,0.41,225,12.7,24.6,90.8
R48,A,2102,0.19,436,22.1,25.6,76.8
R72,C,3013,0.84,390,11.4,32.0,37.9
R59,A,4806,0.77,282,10.1,31.3,52.4
R87,C,3153,0.24,200,17.2,44.2,60.2
R93,C,2957,0.54,326,2.7,52.7,5.9
R82,B,4822,0.51,278,4.2,50.5,13.6
R95,B,3646,0.63,220,13.7,30.5,71.6
R94,A,1771,0.9,272,28.4,29.8,94.4
R39,C,3249,0.59,262,22.2,58.6,50.9
R99,A,1241,0.56,331,4.5,20.3,18.3
R18,D,2207,0.14,90,25.7,55.2,96.4
R59,A,1543,0.15,171,22.5,28.0,91.7
R17,E,4723,0.26,276,19.1,57.9,53.7
R14,A,1766,0.13,343,25.0,33.7,67.4
R31,E,4257,0.73,137,13.3,37.6,87.2
R24,E,2266,0.71,316,8.2,48.3,17.5
R99,E,675,0.22,78,16.3,43.5,41.9
R60,D,562,0.81,296,17.4,32.7,38.0
R45,A,4662,0.23,365,17.1,42.2,55.4
R98,A,3688,0.36,498,17.8,49.2,37.8
R3,D,3695,0.31,293,28.6,21.7,178.8
R37,C,2244,0.42,110,27.3,20.4,244.1
R43,B,2193,0.32,196,26.5,38.3,88.0
R40,A,3934,0.52,223,24.4,25.3,159.9
R90,B,1952,0.45,482,28.4,46.6,51.4
R55,D,4441,0.94,327,4.8,28.6,23.7
R87,C,4192,0.15,383,9.4,37.3,31.7
R39,C,899,0.22,418,15.9,27.9,41.5
R15,C,2212,0.14,490,25.7,41.9,53.4
R4,D,1592,0.63,428,16.1,24.6,53.9
R93,E,900,0.15,191,22.9,20.9,96.7
